,,,Total,,,,,Até cinco minutos,,,,,De seis minutos até quinze minutos,,,,,Mais de quinze minutos até meia hora,,,,,Mais de meia hora até uma hora,,,,,Mais de uma hora até duas horas,,,,,Mais de duas horas até quatro horas,,,,,Mais de quatro horas,,,,
,,,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo,Total,Sem instrução e fundamental incompleto,Fundamental completo e médio incompleto,Médio completo e superior incompleto,Superior completo
,,Indígena,13,-,13,-,-,-,-,-,-,-,2,-,2,-,-,11,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,934539,126564,117500,452791,237684,75389,9092,8962,35451,21885,256482,26686,27400,122100,80295,347906,51499,45349,172106,78952,185697,29123,26534,91824,38217,54598,8337,7687,25066,13508,5782,614,721,2446,2001,2118,290,238,758,832
,,Branca,578149,61597,62395,274190,179967,49116,4931,5269,22228,16688,168249,13364,15041,76828,63015,211209,24867,23587,103738,59018,108967,13709,13682,53532,28045,31324,3774,3957,14023,9570,3411,265,340,1344,1463,1509,143,168,477,721
,,Preta,69728,12132,10197,35412,11987,5045,749,733,2596,967,16722,2271,2386,8676,3388,25390,4915,3704,12881,3891,16172,2943,2445,8287,2497,5217,980,785,2489,963,578,141,94,255,89,143,48,19,77,-
,,Amarela,6409,227,298,2158,3725,705,26,59,297,324,2349,74,75,590,1610,2126,53,117,787,1169,681,40,23,270,348,338,33,25,142,138,122,-,-,28,94,34,-,-,14,19
,,Parda,279259,52378,44444,140535,41901,20429,3359,2884,10291,3895,68914,10938,9873,35839,12265,108859,21544,17877,54598,14840,59629,12405,10325,29583,7316,17645,3540,2919,8382,2804,1670,208,287,820,355,425,92,51,190,92
,,Indígena,995,230,166,495,104,94,27,17,40,10,248,38,25,168,17,322,120,65,104,33,247,26,59,152,11,74,11,-,30,33,-,-,-,-,-,8,8,-,-,-
,65 anos ou mais,Total,29121,11719,3945,6435,7022,3170,1284,347,805,734,8758,2859,1212,1891,2796,9619,4143,1397,2077,2002,4974,2550,528,1015,881,1742,629,327,459,327,229,32,60,64,73,68,28,-,8,31
,,Branca,19203,6414,2276,4458,6054,2115,715,183,565,653,6340,1755,723,1441,2421,6227,2118,950,1452,1707,2990,1349,254,646,740,960,315,130,229,285,144,13,25,34,73,68,28,-,8,31
,,Preta,2056,1129,279,428,220,113,62,12,30,9,469,234,85,82,68,714,444,45,146,78,489,344,69,30,46,222,40,54,118,9,14,-,14,-,-,-,-,-,-,-
,,Amarela,452,73,90,162,126,44,23,-,21,-,135,16,48,38,33,177,11,20,83,62,63,23,-,19,21,11,-,-,-,11,-,-,-,-,-,-,-,-,-,-
,,Parda,7386,4092,1299,1374,621,897,485,152,189,72,1803,844,354,330,274,2502,1569,382,395,155,1420,834,205,307,74,549,273,142,112,21,71,19,21,30,-,-,-,-,-,-
,,Indígena,24,10,-,13,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,13,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Curitiba,Total,Total,1629801,250672,235635,698986,444508,127487,17839,18380,53141,38127,373937,48657,49974,156378,118928,519305,78507,71472,218909,150417,398719,62059,59669,176163,100828,181034,37727,31578,82373,29356,10877,2847,2212,4485,1332,3790,875,485,1485,946
,,Branca,1081633,135564,137540,454864,353664,89653,10334,11563,36556,31199,258651,27487,30077,105204,95882,349200,42044,41680,144220,121256,256258,32700,34370,110601,78588,108587,19518,17241,50441,21387,6750,1678,1261,2775,1036,2346,500,286,898,663
,,Preta,85195,16333,14014,39037,15810,5371,964,855,2482,1070,16003,2731,2463,7182,3627,24719,4765,3730,11266,4958,24068,4368,3950,11582,4168,13149,3099,2626,5795,1629,751,221,180,229,121,288,68,44,135,41
,,Amarela,10986,526,488,3147,6825,897,49,-,270,578,3046,78,221,842,1905,3599,162,89,981,2367,2570,116,100,785,1569,629,89,78,176,286,21,11,-,10,-,11,-,-,11,-
,,Parda,450147,97767,83369,201201,67809,31349,6446,5928,13739,5236,95916,18235,17136,43089,17456,141206,31431,25900,62203,21672,115406,24734,21222,53009,16441,58409,14971,11620,25825,5992,3335,929,771,1472,162,1145,307,155,442,242
,,Indígena,1841,482,223,737,399,217,47,33,94,43,322,127,76,61,57,581,105,73,240,163,416,142,27,185,62,261,49,13,136,62,20,8,-,-,12,-,-,-,-,-
,10 a 17 anos,Total,22304,3720,15276,3309,-,2586,624,1629,334,-,6039,996,4134,908,-,6402,956,4573,873,-,4966,847,3276,843,-,2084,283,1487,314,-,144,2,105,36,-,-,-,-,-,-
,,Branca,13874,2017,9816,2042,-,1710,389,1098,223,-,3747,537,2643,568,-,4218,528,3080,609,-,2842,376,1957,508,-,1245,176,939,130,-,72,-,70,3,-,-,-,-,-,-
,,Preta,734,133,392,209,-,81,4,51,26,-,189,51,84,54,-,152,68,45,38,-,135,9,91,35,-,139,-,90,49,-,16,-,10,6,-,-,-,-,-,-
,,Amarela,67,20,46,-,-,20,20,-,-,-,17,-,17,-,-,13,-,13,-,-,17,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,7604,1550,5021,1033,-,775,210,480,84,-,2085,409,1390,286,-,2020,360,1435,225,-,1972,462,1211,300,-,676,107,458,111,-,55,2,26,27,-,-,-,-,-,-
,,Indígena,24,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,24,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,1563360,230691,214841,685785,432044,119951,15487,16116,51682,36667,357657,44452,44521,153058,115627,499328,72861,65394,215071,146002,384280,57302,55113,173158,98708,174644,35376,29556,81172,28541,10295,2619,2043,4373,1260,3688,859,475,1477,877
,,Branca,1035653,123856,123742,445378,342677,84310,8896,9980,35455,29979,247306,24917,26592,102839,92958,334892,38682,37500,141373,117337,246581,29977,31428,108480,76696,104590,18344,15925,49678,20643,6301,1482,1137,2718,965,2291,500,276,893,622
,,Preta,82472,15103,13399,38373,15596,5093,891,797,2365,1039,15345,2436,2291,7053,3564,24032,4434,3614,11122,4861,23542,4094,3849,11441,4158,12640,2849,2496,5677,1617,735,221,170,222,121,288,68,44,135,41
,,Amarela,10082,390,347,2935,6410,789,8,-,270,511,2747,52,140,760,1794,3300,92,66,935,2207,2414,116,83,701,1514,608,89,57,176,286,21,11,-,10,-,11,-,-,11,-
,,Parda,433426,90902,77157,198385,66981,29567,5644,5331,13497,5095,91938,16920,15421,42345,17252,136532,29557,24140,61401,21434,111361,22987,19726,52351,16297,56591,14065,11064,25529,5932,3218,896,736,1424,162,1098,291,155,438,214
,,Indígena,1728,439,197,713,379,192,47,8,94,43,321,126,76,61,57,572,96,73,240,163,382,128,27,185,42,216,29,13,112,62,20,8,-,-,12,-,-,-,-,-
,65 anos ou mais,Total,44137,16262,5519,9893,12464,4949,1729,635,1125,1461,10242,3208,1319,2412,3302,13575,4689,1506,2965,4415,9472,3910,1279,2162,2120,4305,2068,535,887,815,438,227,64,76,72,102,16,10,8,69
,,Branca,32105,9691,3983,7444,10987,3632,1049,486,877,1221,7597,2033,842,1798,2924,10090,2834,1100,2237,3920,6835,2347,984,1613,1892,2753,998,377,633,744,376,196,55,54,72,55,-,10,5,41
,,Preta,1989,1097,224,455,214,196,68,6,91,31,469,244,88,75,63,535,263,70,105,97,391,265,9,106,10,370,250,40,68,12,-,-,-,-,-,-,-,-,-,-
,,Amarela,837,115,95,212,415,88,20,-,-,68,282,25,64,82,111,287,70,10,46,161,139,-,-,84,55,21,-,21,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,9116,5315,1191,1782,828,1007,592,117,157,141,1892,906,325,458,204,2654,1514,326,577,238,2073,1286,286,359,143,1142,800,97,186,59,62,31,9,22,-,47,16,-,3,28
,,Indígena,89,43,26,-,20,26,-,26,-,-,1,1,-,-,-,9,9,-,-,-,34,14,-,-,20,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-
Guarapuava,Total,Total,146869,38856,25008,52397,30608,24283,3826,3152,9164,8141,52775,11405,8168,20253,12949,43872,14145,8318,15349,6060,16934,6013,3427,5043,2451,4975,1962,982,1339,692,1475,547,338,489,102,1451,616,444,330,61
,,Branca,93653,19583,14068,35100,24902,17514,2212,1971,6468,6863,34766,5927,4756,13539,10543,26643,7090,4543,10227,4783,9764,2788,1765,3276,1934,2741,871,493,846,531,791,259,170,276,87,759,268,280,174,36
,,Preta,4655,1745,978,1362,570,489,95,124,193,78,1574,485,275,589,225,1520,573,355,367,224,671,356,152,144,19,252,179,34,23,14,65,33,16,16,-,56,21,19,15,-
,,Amarela,343,76,34,84,149,69,16,-,20,34,97,21,22,20,34,56,18,2,11,25,88,11,10,33,35,-,-,-,-,-,12,-,-,-,12,10,-,-,-,10
,,Parda,48033,17339,9903,15809,4982,6169,1492,1051,2463,1164,16315,4961,3112,6096,2147,15594,6420,3410,4735,1028,6408,2857,1499,1589,464,1927,864,449,467,147,607,254,152,198,3,626,327,144,141,15
,,Indígena,185,112,26,43,4,41,11,7,20,3,24,10,4,9,1,60,43,8,9,-,3,1,1,1,-,55,47,5,3,-,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,3075,605,2198,272,-,484,108,306,69,-,1328,211,970,146,-,863,175,649,39,-,332,98,223,11,-,42,2,33,7,-,5,1,4,-,-,10,6,4,-,-
,,Branca,1803,322,1288,193,-,337,74,202,60,-,726,103,529,94,-,521,88,412,22,-,179,52,116,11,-,30,-,23,7,-,1,1,-,-,-,-,-,-,-,-
,,Preta,100,42,48,10,-,4,-,4,-,-,66,28,28,10,-,20,14,6,-,-,11,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,8,-,8,-,-,-,-,-,-,-,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,1155,234,853,68,-,144,34,100,10,-,523,76,406,42,-,319,72,230,16,-,141,46,95,-,-,10,-,10,-,-,4,-,4,-,-,10,6,4,-,-
,,Indígena,9,7,1,1,-,-,-,-,-,-,4,4,-,-,-,3,1,1,1,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,140383,36245,22482,51485,30171,23090,3391,2765,8887,8047,50432,10616,7129,19940,12748,42026,13300,7549,15187,5989,16195,5653,3154,4948,2440,4742,1819,949,1301,673,1452,533,334,483,102,1436,605,440,330,61
,,Branca,89469,18031,12570,34389,24479,16644,1928,1708,6239,6769,33319,5492,4184,13291,10352,25486,6591,4068,10113,4715,9281,2542,1615,3201,1923,2587,788,470,817,512,784,258,170,270,87,759,268,280,174,36
,,Preta,4428,1611,918,1332,567,462,71,120,193,78,1450,420,236,569,225,1485,547,349,367,221,649,355,141,135,19,233,161,34,23,14,65,33,16,16,-,56,21,19,15,-
,,Amarela,313,54,26,84,149,58,4,-,20,34,79,11,14,20,34,56,18,2,11,25,88,11,10,33,35,-,-,-,-,-,12,-,-,-,12,10,-,-,-,10
,,Parda,46000,16447,8942,15639,4972,5885,1376,930,2415,1164,15566,4688,2691,6051,2136,14943,6104,3123,4687,1028,6173,2744,1387,1578,464,1869,825,440,457,147,591,242,148,198,3,611,316,140,141,15
,,Indígena,173,102,25,42,4,41,11,7,20,3,18,4,4,9,1,56,41,7,8,-,3,1,1,1,-,53,45,5,3,-,-,-,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,3411,2005,329,640,437,709,326,81,207,94,1016,578,69,167,201,983,670,119,123,71,407,261,50,84,11,191,141,-,31,19,19,13,-,6,-,4,4,-,-,-
,,Branca,2381,1230,210,518,423,533,209,61,169,94,720,332,44,154,191,636,412,63,92,68,303,194,34,65,11,124,83,-,22,19,6,-,-,6,-,-,-,-,-,-
,,Preta,127,93,11,20,3,24,24,-,-,-,58,37,11,10,-,15,12,-,-,3,11,1,-,10,-,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,22,22,-,-,-,11,11,-,-,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,878,658,107,103,11,140,82,20,38,-,225,197,14,3,11,332,244,56,31,-,93,67,17,10,-,48,39,-,10,-,13,13,-,-,-,4,4,-,-,-
,,Indígena,3,3,-,-,-,-,-,-,-,-,2,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cascavel,Total,Total,880321,171262,152179,345679,211201,156438,20777,22013,60632,53016,344019,56649,56180,139472,91719,253444,59765,47910,99226,46542,88812,23331,18442,33722,13317,25747,7443,5369,8656,4279,2652,887,627,745,393,3148,759,597,1139,653
,,Branca,548149,84642,82304,216755,164448,110348,11773,13254,41942,43380,224328,30161,32157,90160,71850,145677,27886,24575,58435,34780,47591,10178,8692,19007,9715,13327,3068,2364,4785,3110,1425,406,355,393,270,1786,372,322,666,427
,,Preta,37256,10199,7136,14360,5562,4587,975,694,2013,906,12631,2909,2178,5031,2513,12578,3773,2495,4803,1508,5235,1825,1216,1782,411,1577,535,394,495,153,96,29,-,55,12,205,56,57,67,24
,,Amarela,3172,285,306,1069,1512,581,52,17,217,295,1096,69,90,332,604,1078,108,150,343,476,328,56,28,145,100,27,-,20,8,-,-,-,-,-,-,22,-,-,22,-
,,Parda,289682,75432,62037,112765,39447,40734,7946,8001,16397,8390,105410,23390,21647,43713,16660,93638,27816,20608,35492,9721,35074,11017,8388,12587,3083,10631,3755,2559,3301,1016,1104,438,272,298,97,1100,317,210,374,200
,,Indígena,2062,704,396,730,232,188,32,47,63,46,554,121,106,236,91,473,182,82,152,57,584,255,119,201,8,185,86,32,67,-,26,14,-,-,12,36,14,9,11,2
,10 a 17 anos,Total,21867,3712,15259,2896,-,3822,774,2637,410,-,9036,1487,6244,1305,-,6107,983,4320,804,-,2246,332,1650,264,-,484,79,303,102,-,27,13,14,-,-,14,10,4,-,-
,,Branca,12730,1834,9101,1795,-,2315,377,1678,260,-,5595,804,3953,838,-,3276,410,2384,482,-,1233,181,900,152,-,222,38,132,52,-,14,-,14,-,-,11,10,1,-,-
,,Preta,704,132,499,73,-,49,11,31,7,-,212,11,155,46,-,329,85,224,20,-,61,20,41,-,-,36,-,36,-,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,37,-,37,-,-,8,-,8,-,-,8,-,8,-,-,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,8344,1732,5595,1016,-,1448,386,918,143,-,3189,669,2108,411,-,2465,477,1687,300,-,949,129,708,112,-,225,41,134,50,-,13,13,-,-,-,3,-,3,-,-
,,Indígena,52,14,27,12,-,2,-,2,-,-,32,2,19,11,-,17,10,5,1,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,838008,156876,134288,338836,208008,148277,18174,18918,59158,52027,327640,51623,48892,136647,90479,241697,55498,42804,97518,45876,84670,21714,16624,33148,13186,24592,6948,4967,8487,4190,2502,803,585,722,393,3022,709,580,1103,629
,,Branca,520439,75771,71194,211780,161694,104387,9975,11180,40765,42467,213090,26862,27379,88083,70765,138697,25547,21641,57262,34247,45146,9241,7664,18621,9621,12699,2786,2183,4672,3058,1340,360,329,381,270,1685,325,308,649,403
,,Preta,35776,9552,6562,14150,5512,4401,900,660,1958,884,12279,2824,2001,4968,2486,11933,3442,2241,4742,1508,5034,1692,1169,1762,411,1509,516,345,495,153,85,29,-,44,12,205,56,57,67,24
,,Amarela,2904,208,243,1012,1441,523,43,9,194,278,1027,69,75,322,562,965,60,121,319,465,309,37,28,145,100,19,-,11,8,-,-,-,-,-,-,22,-,-,22,-
,,Parda,276883,70660,55919,111175,39129,38780,7225,7024,16178,8354,100722,21749,19350,43049,16574,89647,26279,18725,35044,9599,33601,10493,7644,12419,3046,10181,3561,2396,3245,979,1050,399,256,298,97,1075,313,207,355,200
,,Indígena,2005,685,370,719,232,185,31,45,63,46,522,118,87,225,91,455,171,77,151,57,580,251,119,201,8,185,86,32,67,-,26,14,-,-,12,36,14,9,11,2
,65 anos ou mais,Total,20446,10673,2632,3948,3193,4340,1829,458,1065,988,7344,3540,1044,1519,1240,5640,3284,786,903,667,1896,1286,169,310,131,671,416,99,67,89,122,72,28,23,-,112,40,13,36,24
,,Branca,14980,7037,2008,3180,2755,3645,1420,396,917,913,5644,2494,826,1239,1085,3704,1929,551,691,534,1212,757,128,234,94,406,244,49,61,52,70,46,12,12,-,90,37,13,17,24
,,Preta,776,515,75,137,49,137,64,4,48,22,141,73,22,18,27,316,245,31,40,-,140,113,6,20,-,32,19,13,-,-,11,-,-,11,-,-,-,-,-,-
,,Amarela,231,77,25,58,71,50,9,-,24,17,60,-,7,10,43,93,49,10,24,11,19,19,-,-,-,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,4455,3040,523,573,318,506,335,59,76,36,1498,971,189,253,86,1526,1060,195,148,122,523,395,35,56,37,225,153,29,6,37,41,25,16,-,-,22,3,-,19,-
,,Indígena,5,5,-,-,-,1,1,-,-,-,1,1,-,-,-,1,1,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maringá,Total,Total,811446,170413,139033,318232,183769,122368,17515,17309,48896,38649,294679,52024,45778,118920,77956,251244,60965,46285,97405,46588,99829,27604,20572,37183,14470,32728,9209,6955,12219,4346,2929,907,652,980,390,2940,817,720,976,427
,,Branca,450793,74519,65081,179133,132061,75489,8601,9075,29186,28627,171577,24066,22215,68554,56743,132653,25775,20787,53430,32662,49113,10951,9090,19246,9826,15886,3598,2797,6546,2944,1468,381,274,540,273,1808,396,415,665,332
,,Preta,49287,14272,9927,18720,6368,5714,1229,1079,2225,1180,15177,3692,2749,6308,2429,17240,5460,3527,6369,1884,7991,2796,1663,2825,707,2521,797,782,792,150,226,126,24,70,5,173,76,57,39,2
,,Amarela,11310,460,1080,4310,5460,2049,89,210,728,1022,4426,108,361,1713,2244,3289,200,390,1242,1457,1053,53,34,466,500,317,10,60,127,120,35,-,12,4,19,30,-,-,14,16
,,Parda,299548,81004,62831,115861,39852,39055,7569,6939,16735,7812,103376,24145,20402,42290,16540,97915,29480,21559,36313,10563,41511,13742,9765,14567,3437,13984,4799,3301,4754,1131,1201,399,342,366,93,928,344,248,259,77
,,Indígena,509,158,113,208,30,60,25,5,22,8,122,14,52,56,-,147,50,23,51,22,160,63,19,79,-,20,6,15,-,-,-,-,-,-,-,-,-,-,-,-
,10 a 17 anos,Total,13442,2489,9090,1864,-,2510,483,1681,347,-,4924,807,3402,715,-,4101,894,2740,466,-,1355,193,953,209,-,467,84,267,116,-,33,16,17,-,-,16,5,6,5,-
,,Branca,7135,1221,4905,1009,-,1370,252,929,189,-,2726,398,1885,443,-,2108,421,1445,242,-,696,106,503,87,-,199,40,114,44,-,8,3,5,-,-,5,-,-,5,-
,,Preta,649,195,376,79,-,82,29,44,9,-,248,54,162,32,-,243,82,139,22,-,42,17,10,16,-,21,-,21,-,-,13,13,-,-,-,-,-,-,-,-
,,Amarela,94,9,79,6,-,29,9,20,-,-,27,-,21,6,-,26,-,26,-,-,-,-,-,-,-,-,-,-,-,-,12,-,12,-,-,-,-,-,-,-
,,Parda,5560,1064,3725,770,-,1024,193,683,149,-,1923,355,1334,234,-,1724,391,1131,202,-,617,70,440,106,-,247,44,132,71,-,-,-,-,-,-,11,5,6,-,-
,,Indígena,5,-,5,-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,772044,154021,126980,311319,179724,115673,15217,15165,47596,37696,281096,46976,41437,116498,76184,238919,55020,42692,95507,45700,95368,25635,19222,36336,14175,31373,8595,6531,11943,4303,2714,773,595,964,383,2640,662,704,890,385
,,Branca,426683,65129,58147,174456,128950,71355,7305,7814,28340,27896,163121,21172,19727,66835,55388,125301,22403,18796,52137,31965,46407,9819,8302,18709,9576,15074,3187,2560,6400,2928,1338,318,228,526,266,1600,324,405,581,290
,,Preta,47161,13150,9391,18349,6272,5440,1107,1005,2173,1156,14514,3381,2546,6199,2388,16417,4994,3314,6254,1855,7772,2669,1637,2759,707,2456,772,762,772,150,186,86,24,70,5,161,64,57,39,2
,,Amarela,10377,313,907,4026,5130,1827,52,179,656,941,4088,83,286,1615,2104,3074,137,364,1175,1398,1008,41,34,443,490,242,-,44,104,94,23,-,-,4,19,30,-,-,14,16
,,Parda,287360,75293,58427,114298,39342,37004,6731,6166,16410,7696,99253,22326,18827,41795,16305,93994,27450,20194,35890,10460,40030,13042,9230,14356,3401,13586,4637,3150,4667,1131,1168,369,342,364,93,849,274,242,255,77
,,Indígena,463,135,109,190,30,46,22,-,16,8,119,14,52,53,-,133,36,23,51,22,151,63,19,69,-,15,-,15,-,-,-,-,-,-,-,-,-,-,-,-
,65 anos ou mais,Total,25960,13903,2963,5049,4046,4185,1815,463,954,953,8659,4241,939,1708,1771,8223,5051,853,1431,888,3106,1776,397,638,296,889,529,157,160,42,182,118,41,16,7,285,150,10,82,42
,,Branca,16976,8168,2029,3668,3111,2764,1045,331,657,731,5730,2496,603,1276,1356,5244,2950,546,1051,696,2011,1025,286,450,250,613,371,124,103,17,121,60,41,13,7,204,73,10,78,42
,,Preta,1476,928,161,292,95,192,94,30,43,24,415,256,41,76,41,580,385,73,92,30,176,110,16,50,-,44,25,-,19,-,27,27,-,-,-,12,12,-,-,-
,,Amarela,839,138,94,278,330,193,29,11,72,81,311,24,54,92,140,189,63,-,67,59,45,12,-,23,10,75,10,15,24,26,-,-,-,-,-,-,-,-,-,-
,,Parda,6628,4647,679,793,510,1027,645,90,176,116,2200,1464,241,261,234,2197,1640,234,221,102,864,629,95,105,36,151,118,18,15,-,33,30,-,3,-,68,65,-,3,-
,,Indígena,41,22,-,19,-,9,3,-,6,-,3,-,-,3,-,14,14,-,-,-,10,-,-,10,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-
Londrina,Total,Total,756341,150660,127758,291412,186512,102009,14031,13764,40454,33760,261200,42087,40740,102493,75880,241770,54961,43573,91703,51533,108456,27938,20818,41576,18125,32062,8981,6654,11460,4968,2295,580,415,776,523,2552,680,479,779,614
,,Branca,464150,76392,69549,176552,141656,69341,7958,8434,26534,26414,167789,22321,23040,63900,58528,143023,27427,23179,54311,38105,60215,13476,10464,23124,13150,16964,3860,3135,6148,3821,1396,307,187,442,459,1630,374,298,565,394
,,Preta,46924,12463,9320,18599,6542,4192,848,776,1644,924,13337,2671,2552,5823,2291,16838,5024,3593,6159,2062,8876,2654,1642,3690,891,3000,1033,621,1044,302,190,67,39,75,9,168,88,33,38,9
,,Amarela,13593,717,857,4292,7726,2106,44,116,744,1202,5611,245,346,1593,3426,3937,213,274,1173,2277,1455,163,80,593,620,248,44,21,105,79,46,3,-,22,22,74,5,-,10,58
,,Parda,230578,60808,47811,91543,30416,26218,5151,4421,11459,5187,74196,16802,14746,31063,11586,77570,22193,16444,29898,9035,37741,11567,8603,14128,3441,11770,4031,2850,4132,756,652,202,180,236,34,674,209,148,164,153
,,Indígena,1096,279,221,425,172,152,30,16,72,33,267,48,56,112,50,403,103,83,163,54,169,77,28,41,23,79,12,26,30,11,11,-,10,1,-,6,4,-,2,-
,10 a 17 anos,Total,13086,2447,9266,1373,-,2084,428,1441,215,-,4742,770,3513,459,-,3986,798,2734,455,-,1688,325,1180,183,-,554,124,368,61,-,-,-,-,-,-,3,3,-,-,-
,,Branca,7708,1412,5396,900,-,1361,266,933,162,-,2896,430,2159,307,-,2337,482,1599,256,-,880,203,547,129,-,205,32,128,45,-,-,-,-,-,-,-,-,-,-,-
,,Preta,621,189,365,67,-,93,42,48,3,-,145,30,107,7,-,235,69,119,47,-,74,27,48,-,-,74,20,43,11,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,116,14,86,16,-,30,14,10,6,-,41,-,36,5,-,19,-,19,-,-,26,-,22,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,Parda,4629,830,3408,390,-,598,105,448,44,-,1655,309,1207,140,-,1394,246,996,152,-,704,95,560,49,-,275,72,197,5,-,-,-,-,-,-,3,3,-,-,-
,,Indígena,12,1,11,-,-,2,-,2,-,-,6,1,5,-,-,-,-,-,-,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18 a 64 anos,Total,717273,135581,115475,285062,181155,96037,12055,11931,39342,32709,247579,37436,36312,100487,73344,230031,49956,39855,89734,50485,103009,25619,19234,40564,17592,30379,8112,6110,11277,4880,2178,516,415,773,474,2422,653,433,751,585
,,Branca,438658,67163,62019,172106,137369,65081,6658,7210,25666,25546,158447,19248,20211,62486,56503,135578,24448,20850,52963,37318,57070,12161,9662,22523,12724,16133,3483,2907,6003,3740,1300,264,187,439,410,1515,353,261,537,365
,,Preta,44938,11372,8843,18292,6432,3923,704,716,1615,889,12939,2511,2408,5758,2262,16151,4640,3422,6051,2038,8455,2385,1583,3617,869,2805,913,578,1012,302,190,67,39,75,9,168,88,33,38,9
,,Amarela,12354,495,719,3895,7245,1928,8,107,695,1117,5117,219,268,1485,3146,3655,138,247,1071,2200,1199,100,58,455,586,220,23,21,105,72,46,3,-,22,22,74,5,-,10,58
,,Parda,220288,56302,43696,90352,29938,24968,4667,3885,11293,5122,70823,15414,13374,30652,11383,74267,20635,15266,29490,8876,36125,10901,7906,13928,3389,11142,3681,2578,4127,756,631,182,180,236,34,659,202,139,164,153
,,Indígena,1035,249,197,417,172,137,18,14,72,33,253,45,51,106,50,379,95,71,160,54,161,72,25,41,23,79,12,26,30,11,11,-,10,1,-,6,4,-,2,-
,65 anos ou mais,Total,25981,12632,3016,4976,5357,3889,1548,392,897,1051,8879,3881,915,1547,2537,7753,4207,984,1514,1048,3759,1994,403,829,533,1130,744,176,122,88,116,64,-,3,49,128,25,46,28,29
,,Branca,17783,7817,2134,3546,4287,2899,1034,292,705,868,6446,2644,670,1107,2025,5107,2497,730,1093,787,2266,1112,255,472,426,626,345,100,100,81,96,43,-,3,49,115,20,37,28,29
,,Preta,1365,903,112,239,110,176,102,13,27,35,254,130,36,58,29,452,315,52,60,25,347,242,11,72,22,121,100,-,22,-,-,-,-,-,-,-,-,-,-,-
,,Amarela,1122,208,51,382,482,148,21,-,43,84,453,26,43,104,280,263,75,9,102,77,230,63,-,133,34,28,22,-,-,7,-,-,-,-,-,-,-,-,-,-
,,Parda,5661,3676,707,801,478,653,378,88,122,64,1718,1079,165,272,202,1909,1311,181,256,160,912,572,137,151,52,354,278,76,-,-,21,21,-,-,-,13,5,9,-,-
,,Indígena,50,29,12,9,-,13,13,-,-,-,8,2,-,6,-,23,9,12,2,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
